customer_id,gender,seniorcitizen,partner,dependents,tenure,phoneservice,multiplelines,internetservice,onlinesecurity,onlinebackup,deviceprotection,techsupport,streamingtv,streamingmovies,contract,paperlessbilling,paymentmethod,monthlycharges,totalcharges,churn,tenure_group,avg_monthly_spend,revenue
8966-snizf,female,0,yes,no,70,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,bank transfer (automatic),19.45,1303.5,no,48+,18.359154929577464,19.45
6243-ozgfh,female,0,no,no,23,no,no phone service,dsl,no,no,no,no,yes,yes,month-to-month,yes,electronic check,44.95,996.85,no,12-24,41.53541666666667,44.95
4654-dlamq,female,1,yes,no,64,yes,no,fiber optic,yes,yes,yes,no,no,yes,one year,no,bank transfer (automatic),97.0,6430.9,no,48+,98.93692307692307,97.0
0513-rbgpe,male,0,yes,yes,37,yes,yes,dsl,yes,no,yes,yes,no,no,two year,yes,credit card (automatic),62.8,2278.75,no,24-48,59.9671052631579,62.8
5160-uxjed,male,0,no,yes,17,yes,no,dsl,no,no,no,no,no,no,one year,no,mailed check,44.6,681.4,no,12-24,37.855555555555554,44.6
4115-nzrks,female,1,no,no,7,yes,no,fiber optic,no,no,no,no,yes,yes,month-to-month,yes,electronic check,89.15,574.35,no,6-12,71.79375,89.15
0219-ytzue,male,0,yes,yes,4,yes,yes,fiber optic,no,yes,yes,no,no,no,month-to-month,yes,bank transfer (automatic),84.8,371.9,yes,0-6,74.38,84.8
0623-iihug,female,1,no,no,21,no,no phone service,dsl,yes,no,no,no,yes,no,month-to-month,yes,electronic check,41.9,840.1,yes,12-24,38.18636363636364,41.9
4572-dvcgn,female,0,no,no,10,yes,no,fiber optic,no,no,no,no,no,yes,month-to-month,yes,bank transfer (automatic),80.25,846.0,yes,6-12,76.9090909090909,80.25
3351-ngxyi,female,1,no,no,16,yes,yes,dsl,yes,no,no,no,no,no,month-to-month,yes,electronic check,54.1,889.0,no,12-24,52.294117647058826,54.1
8984-eylll,male,0,yes,no,64,yes,yes,fiber optic,no,yes,no,yes,yes,yes,two year,yes,electronic check,105.25,6823.4,no,48+,104.97538461538461,105.25
9057-mswco,male,1,yes,no,27,no,no phone service,dsl,yes,no,no,no,no,no,month-to-month,no,credit card (automatic),30.75,805.1,yes,24-48,28.75357142857143,30.75
9833-tgfhx,male,0,yes,yes,42,yes,yes,fiber optic,yes,no,no,no,yes,yes,one year,no,electronic check,97.1,4016.75,no,24-48,93.41279069767442,97.1
9294-tdipc,male,0,no,yes,5,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,mailed check,20.2,83.75,no,0-6,13.958333333333334,20.2
5229-dtfyb,female,0,no,no,41,yes,no,fiber optic,no,yes,no,yes,yes,yes,two year,yes,bank transfer (automatic),98.8,3959.15,no,24-48,94.26547619047619,98.8
0104-ppxdv,male,0,yes,no,58,yes,no,dsl,no,no,yes,no,no,no,one year,no,credit card (automatic),50.3,2878.55,no,48+,48.78898305084746,50.3
5176-lmjxe,female,0,no,no,47,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,yes,mailed check,20.55,945.7,no,24-48,19.702083333333334,20.55
3583-krkmd,male,0,no,no,18,yes,no,fiber optic,no,no,no,yes,no,no,month-to-month,yes,bank transfer (automatic),75.9,1373.05,no,12-24,72.26578947368421,75.9
1010-diauq,male,0,no,no,5,yes,no,fiber optic,no,no,yes,no,yes,yes,month-to-month,no,bank transfer (automatic),96.5,492.55,yes,0-6,82.09166666666667,96.5
9069-lgeul,male,0,yes,no,23,yes,no,dsl,yes,no,no,no,no,yes,month-to-month,yes,bank transfer (automatic),59.95,1406.0,no,12-24,58.583333333333336,59.95
7302-zhmhp,female,0,no,no,1,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,mailed check,19.15,19.15,no,0-6,9.575,19.15
9571-edebv,male,0,yes,no,71,yes,yes,fiber optic,no,no,yes,no,yes,yes,one year,yes,credit card (automatic),98.65,6962.85,no,48+,96.70625000000001,98.65
3520-fjgcv,male,0,yes,yes,72,yes,yes,fiber optic,yes,yes,yes,yes,yes,yes,two year,yes,credit card (automatic),112.6,8126.65,no,48+,111.32397260273972,112.6
6563-vrerx,male,0,yes,yes,33,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,mailed check,20.6,690.25,no,24-48,20.301470588235293,20.6
0259-gbzsh,male,0,no,no,2,yes,yes,fiber optic,no,no,no,no,yes,no,month-to-month,yes,electronic check,85.65,181.5,yes,0-6,60.5,85.65
6122-efvkn,male,0,no,yes,24,no,no phone service,dsl,yes,no,no,yes,no,no,two year,no,mailed check,35.75,830.8,no,12-24,33.232,35.75
2805-edjpq,female,0,yes,yes,56,yes,yes,fiber optic,no,yes,yes,yes,no,yes,one year,yes,credit card (automatic),99.75,5608.4,no,48+,98.39298245614034,99.75
6862-cqumb,male,0,no,no,37,yes,no,fiber optic,no,yes,no,no,yes,yes,month-to-month,yes,credit card (automatic),96.1,3646.8,no,24-48,95.96842105263158,96.1
7156-mxbje,female,0,no,no,43,yes,yes,dsl,no,yes,yes,yes,yes,yes,one year,no,credit card (automatic),85.1,3662.25,no,24-48,83.23295454545455,85.1
6158-hdpxz,male,0,no,no,1,no,no phone service,dsl,no,no,no,no,no,no,month-to-month,no,mailed check,25.35,25.35,no,0-6,12.675,25.35
9601-brxpo,female,0,yes,no,25,yes,yes,fiber optic,no,no,yes,yes,yes,yes,month-to-month,yes,bank transfer (automatic),104.95,2566.5,yes,24-48,98.71153846153847,104.95
2863-imqdr,female,0,no,no,61,yes,yes,dsl,yes,yes,yes,yes,yes,yes,two year,no,electronic check,89.65,5308.7,no,48+,85.6241935483871,89.65
5686-cmawk,male,0,no,no,17,yes,yes,fiber optic,no,no,yes,yes,no,no,one year,no,electronic check,86.75,1410.25,no,12-24,78.34722222222223,86.75
5651-crhkq,female,0,yes,no,41,yes,no,fiber optic,no,yes,yes,yes,no,no,one year,yes,bank transfer (automatic),86.2,3339.05,no,24-48,79.50119047619049,86.2
6905-niqin,male,0,no,no,1,yes,no,dsl,no,yes,no,no,no,no,month-to-month,no,mailed check,50.65,50.65,yes,0-6,25.325,50.65
8204-yjcla,male,1,yes,yes,72,no,no phone service,dsl,yes,yes,yes,yes,yes,yes,two year,yes,bank transfer (automatic),64.8,4732.35,no,48+,64.82671232876713,64.8
5167-zffmm,male,0,no,no,1,yes,yes,fiber optic,no,yes,no,no,no,yes,month-to-month,yes,credit card (automatic),90.85,90.85,yes,0-6,45.425,90.85
6583-szvgp,male,0,no,no,48,yes,yes,fiber optic,no,yes,yes,no,yes,yes,two year,yes,bank transfer (automatic),108.1,5067.45,no,24-48,103.41734693877551,108.1
4895-tmwir,male,1,yes,no,11,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,mailed check,19.95,214.75,yes,6-12,17.895833333333332,19.95
0533-bnwkf,female,1,yes,no,55,yes,yes,fiber optic,no,yes,yes,no,no,no,month-to-month,yes,electronic check,85.45,4874.7,yes,48+,87.04821428571428,85.45
1708-pbboa,female,0,no,no,42,no,no phone service,dsl,yes,yes,yes,yes,no,yes,one year,yes,electronic check,54.75,2348.45,no,24-48,54.61511627906976,54.75
8782-lkfpk,male,0,no,no,44,yes,yes,fiber optic,no,no,yes,no,no,yes,month-to-month,yes,mailed check,90.4,4063.0,no,24-48,90.28888888888889,90.4
5522-jbwmo,male,0,no,yes,1,yes,no,dsl,no,no,no,no,no,no,month-to-month,no,electronic check,44.0,44.0,no,0-6,22.0,44.0
3597-mvhjt,female,0,no,no,27,yes,yes,fiber optic,no,no,no,no,yes,yes,month-to-month,yes,bank transfer (automatic),95.6,2595.25,no,24-48,92.6875,95.6
9774-nrnau,male,1,yes,no,27,yes,yes,dsl,no,yes,yes,yes,yes,yes,month-to-month,yes,bank transfer (automatic),84.8,2309.55,no,24-48,82.48392857142858,84.8
0224-rlwwd,female,1,no,no,2,yes,no,dsl,no,no,no,no,no,no,month-to-month,yes,electronic check,44.3,89.3,no,0-6,29.766666666666666,44.3
9967-atrfs,female,0,no,no,19,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,mailed check,19.9,367.55,no,12-24,18.3775,19.9
3951-njcvi,female,1,yes,no,42,yes,yes,fiber optic,no,no,no,no,yes,yes,month-to-month,yes,electronic check,95.05,3944.5,no,24-48,91.73255813953489,95.05
2977-cebsx,female,0,no,no,66,yes,yes,dsl,yes,yes,yes,yes,yes,yes,two year,yes,credit card (automatic),90.05,5965.95,no,48+,89.04402985074627,90.05
0177-pxbat,male,1,yes,no,33,yes,yes,fiber optic,yes,no,yes,yes,yes,yes,month-to-month,yes,bank transfer (automatic),109.9,3694.7,no,24-48,108.66764705882352,109.9
6599-cebnn,female,0,no,no,34,yes,no,fiber optic,no,yes,no,no,no,no,month-to-month,yes,credit card (automatic),73.95,2524.45,yes,24-48,72.12714285714286,73.95
2519-erqoj,male,1,no,no,33,no,no phone service,dsl,no,no,yes,yes,yes,yes,month-to-month,yes,electronic check,54.6,1803.7,no,24-48,53.050000000000004,54.6
5876-qmyld,female,0,yes,yes,23,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,mailed check,20.05,415.1,no,12-24,17.295833333333334,20.05
2277-axsdc,female,0,no,no,32,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,bank transfer (automatic),19.75,624.15,no,24-48,18.913636363636364,19.75
9442-jtwdl,female,0,no,no,11,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,credit card (automatic),20.05,237.7,no,6-12,19.808333333333334,20.05
0979-phulv,male,0,yes,yes,69,yes,yes,fiber optic,no,no,yes,no,yes,yes,month-to-month,yes,credit card (automatic),99.45,7007.6,yes,48+,100.10857142857144,99.45
3067-svmtc,female,0,yes,no,68,yes,no,dsl,yes,no,no,yes,no,no,one year,no,bank transfer (automatic),55.9,3848.8,no,48+,55.77971014492754,55.9
5495-gpsrw,male,0,no,no,20,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,yes,mailed check,19.7,419.4,no,12-24,19.97142857142857,19.7
7606-bphhn,male,0,no,no,72,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,yes,credit card (automatic),19.8,1468.75,no,48+,20.11986301369863,19.8
4742-drora,male,0,yes,yes,60,yes,yes,fiber optic,yes,no,yes,no,yes,no,one year,yes,bank transfer (automatic),95.4,5812.0,no,48+,95.27868852459017,95.4
0111-klbqg,male,1,yes,yes,32,yes,no,fiber optic,no,yes,no,no,yes,yes,month-to-month,yes,mailed check,93.95,2861.45,no,24-48,86.71060606060605,93.95
4800-vhzki,female,0,no,no,1,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,yes,mailed check,19.9,19.9,yes,0-6,9.95,19.9
7989-chgtl,male,0,no,no,1,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,yes,mailed check,19.6,19.6,yes,0-6,9.8,19.6
0334-gddso,male,1,no,no,3,yes,yes,fiber optic,no,yes,no,no,no,no,month-to-month,yes,electronic check,81.35,233.7,yes,0-6,58.425,81.35
4163-ncjak,female,0,yes,no,46,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,yes,bank transfer (automatic),24.45,1066.15,no,24-48,22.684042553191492,24.45
5233-aozuf,female,0,yes,no,29,yes,yes,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,74.95,2149.05,no,24-48,71.635,74.95
5973-ejgdp,male,0,no,no,51,yes,yes,fiber optic,no,yes,yes,yes,no,no,month-to-month,yes,electronic check,87.35,4473.0,no,48+,86.01923076923077,87.35
1996-dbmus,female,1,yes,no,48,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,yes,bank transfer (automatic),70.65,3545.05,no,24-48,72.34795918367347,70.65
7916-vccpb,female,0,yes,yes,16,yes,no,fiber optic,no,yes,no,no,no,no,month-to-month,no,bank transfer (automatic),73.25,1195.75,no,12-24,70.33823529411765,73.25
4686-gefrm,male,0,yes,no,70,yes,yes,fiber optic,no,yes,yes,yes,no,yes,two year,yes,bank transfer (automatic),98.7,6858.9,no,48+,96.60422535211266,98.7
5249-qyhex,female,0,yes,yes,40,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,yes,mailed check,24.8,1024.7,no,24-48,24.992682926829268,24.8
0578-skvmf,female,0,yes,yes,22,yes,no,fiber optic,no,yes,no,no,no,yes,month-to-month,no,electronic check,83.3,1845.9,yes,12-24,80.25652173913043,83.3
5564-nemqo,female,1,no,no,1,yes,no,fiber optic,no,no,yes,no,no,no,month-to-month,yes,bank transfer (automatic),75.3,75.3,yes,0-6,37.65,75.3
2233-fagxv,female,0,yes,yes,5,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,yes,mailed check,24.3,132.25,no,0-6,22.041666666666668,24.3
5605-iygfg,female,0,no,no,7,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,yes,bank transfer (automatic),69.85,515.45,no,6-12,64.43125,69.85
7663-ztegj,male,0,no,yes,29,yes,yes,fiber optic,no,yes,yes,yes,no,yes,one year,no,credit card (automatic),100.55,2830.45,no,24-48,94.34833333333333,100.55
3935-tbrzz,male,0,yes,yes,44,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,mailed check,25.7,1110.5,no,24-48,24.677777777777777,25.7
8111-bkvds,female,0,no,no,10,no,no phone service,dsl,yes,yes,yes,no,no,no,month-to-month,no,bank transfer (automatic),40.7,449.3,no,6-12,40.845454545454544,40.7
2055-sifss,female,1,yes,no,55,yes,yes,dsl,no,no,no,no,no,no,month-to-month,no,bank transfer (automatic),51.65,2838.55,no,48+,50.68839285714286,51.65
2806-mlnti,male,1,yes,no,52,yes,yes,fiber optic,no,yes,yes,no,yes,yes,one year,yes,bank transfer (automatic),105.1,5376.4,no,48+,101.44150943396225,105.1
8734-dkstz,female,0,yes,yes,10,yes,yes,fiber optic,no,no,no,no,no,yes,month-to-month,no,electronic check,85.95,858.6,no,6-12,78.05454545454546,85.95
4360-pnrqb,male,0,no,no,18,yes,yes,fiber optic,no,no,no,no,no,no,month-to-month,yes,bank transfer (automatic),75.6,1395.05,no,12-24,73.42368421052632,75.6
6152-onasv,female,0,yes,no,68,yes,yes,dsl,yes,no,no,yes,no,no,one year,no,bank transfer (automatic),58.25,3975.7,no,48+,57.618840579710145,58.25
9063-zgtuy,female,0,yes,yes,61,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,yes,mailed check,19.4,1182.55,yes,48+,19.073387096774194,19.4
7781-hvgmk,female,0,yes,yes,72,no,no phone service,dsl,yes,yes,yes,yes,yes,yes,two year,yes,credit card (automatic),65.2,4784.45,no,48+,65.5404109589041,65.2
2181-uaesm,male,0,no,no,2,yes,no,dsl,yes,no,yes,no,no,no,month-to-month,no,electronic check,53.45,119.5,no,0-6,39.833333333333336,53.45
2957-lolho,male,0,no,no,12,yes,no,dsl,no,no,no,no,no,no,month-to-month,yes,bank transfer (automatic),45.4,518.9,yes,6-12,39.91538461538461,45.4
6048-njxhx,male,0,yes,no,41,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,yes,electronic check,19.75,899.45,no,24-48,21.41547619047619,19.75
2320-slkmb,female,0,no,no,26,no,no phone service,dsl,no,no,yes,yes,yes,no,month-to-month,yes,credit card (automatic),44.45,1183.8,no,24-48,43.84444444444444,44.45
4980-urkxc,male,0,yes,no,36,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,bank transfer (automatic),20.85,720.05,no,24-48,19.46081081081081,20.85
4376-kfvrs,male,0,yes,yes,72,yes,yes,fiber optic,yes,yes,yes,yes,yes,yes,two year,yes,credit card (automatic),114.05,8468.2,no,48+,116.00273972602741,114.05
5886-vlqvu,male,0,yes,no,35,yes,yes,fiber optic,no,no,no,yes,no,yes,month-to-month,yes,bank transfer (automatic),89.85,3161.2,no,24-48,87.8111111111111,89.85
3577-amvux,male,0,no,no,1,yes,no,dsl,no,no,yes,yes,no,no,month-to-month,no,mailed check,55.05,55.05,no,0-6,27.525,55.05
0771-wlcla,female,0,yes,yes,16,yes,yes,fiber optic,yes,no,yes,yes,yes,yes,month-to-month,yes,electronic check,112.95,1882.55,no,12-24,110.73823529411764,112.95
5628-rkifk,female,1,no,no,49,yes,yes,fiber optic,yes,no,no,no,yes,yes,month-to-month,no,credit card (automatic),101.55,5070.4,no,48+,101.40799999999999,101.55
0206-tbwlc,female,0,yes,no,54,yes,yes,fiber optic,yes,yes,yes,yes,yes,yes,one year,yes,mailed check,114.65,6049.5,no,48+,109.99090909090908,114.65
2937-fthur,female,0,no,yes,18,yes,yes,dsl,yes,no,no,no,no,yes,month-to-month,no,electronic check,64.8,1166.7,no,12-24,61.40526315789474,64.8
1910-fmxjm,female,0,yes,no,36,yes,no,fiber optic,no,no,no,no,no,yes,month-to-month,no,electronic check,80.4,2937.65,no,24-48,79.39594594594595,80.4
7752-xusci,female,0,no,no,60,yes,yes,fiber optic,no,yes,yes,no,yes,yes,month-to-month,yes,electronic check,105.9,6396.45,yes,48+,104.85983606557377,105.9
4110-pfeuz,female,0,no,no,1,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,no,mailed check,69.55,69.55,yes,0-6,34.775,69.55
0732-ocqoc,female,0,yes,yes,52,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,yes,bank transfer (automatic),25.05,1270.25,no,48+,23.96698113207547,25.05
5168-mswxt,male,0,yes,yes,8,yes,no,fiber optic,no,no,yes,no,yes,yes,month-to-month,yes,electronic check,94.75,759.55,no,6-12,84.39444444444445,94.75
1090-eselr,male,0,yes,yes,72,yes,no,fiber optic,yes,yes,no,yes,yes,yes,two year,no,bank transfer (automatic),105.5,7611.55,no,48+,104.26780821917808,105.5
8592-pltmq,female,0,no,no,64,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,mailed check,24.7,1642.75,no,48+,25.273076923076925,24.7
5760-wrahc,female,1,no,no,22,yes,no,dsl,yes,no,yes,yes,no,yes,month-to-month,yes,mailed check,69.75,1545.4,no,12-24,67.19130434782609,69.75
8847-geooq,male,0,yes,no,60,no,no phone service,dsl,no,yes,yes,yes,yes,yes,month-to-month,yes,bank transfer (automatic),60.2,3582.4,no,48+,58.72786885245902,60.2
0256-lthvj,female,0,yes,yes,28,yes,no,fiber optic,no,no,no,no,no,yes,month-to-month,yes,electronic check,81.05,2227.1,yes,24-48,76.79655172413793,81.05
4785-fcifb,female,0,yes,no,61,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,mailed check,24.4,1417.9,no,48+,22.86935483870968,24.4
8313-ndoia,female,0,no,no,24,yes,yes,fiber optic,no,yes,yes,no,yes,yes,month-to-month,yes,electronic check,104.15,2494.65,no,12-24,99.786,104.15
5149-cuzuj,male,0,yes,yes,28,yes,no,fiber optic,no,yes,yes,yes,yes,no,one year,no,bank transfer (automatic),92.9,2768.35,no,24-48,95.4603448275862,92.9
0942-kowsm,female,0,yes,yes,30,yes,no,dsl,no,yes,yes,yes,yes,yes,two year,no,bank transfer (automatic),80.8,2369.3,no,24-48,76.42903225806452,80.8
4237-clsmm,male,0,yes,no,2,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,mailed check,20.0,38.0,no,0-6,12.666666666666666,20.0
1452-voqch,male,0,no,no,1,yes,yes,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,75.1,75.1,no,0-6,37.55,75.1
4719-umsiy,male,0,no,yes,6,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,mailed check,19.65,100.9,no,0-6,14.414285714285715,19.65
6614-vbegu,female,0,yes,no,24,yes,no,dsl,no,yes,no,no,yes,yes,month-to-month,yes,bank transfer (automatic),69.45,1614.05,no,12-24,64.562,69.45
0880-tkatg,male,0,yes,yes,4,yes,yes,fiber optic,no,no,yes,no,yes,yes,month-to-month,no,electronic check,101.15,385.9,yes,0-6,77.17999999999999,101.15
3811-vbybz,male,0,no,no,7,yes,yes,fiber optic,no,yes,no,no,yes,yes,month-to-month,yes,electronic check,99.8,673.25,yes,6-12,84.15625,99.8
1480-bkxga,male,1,yes,no,72,yes,yes,fiber optic,yes,yes,yes,yes,yes,yes,two year,yes,bank transfer (automatic),116.05,8404.9,no,48+,115.13561643835617,116.05
2996-xauvf,male,0,no,no,70,no,no phone service,dsl,no,no,no,yes,no,yes,two year,yes,mailed check,40.05,2799.75,no,48+,39.433098591549296,40.05
9076-axyik,male,1,yes,no,64,yes,yes,fiber optic,no,no,yes,yes,yes,yes,two year,no,electronic check,102.1,6538.45,no,48+,100.59153846153846,102.1
5968-xqive,male,0,yes,yes,72,yes,yes,fiber optic,no,yes,no,no,yes,no,one year,yes,electronic check,89.7,6588.95,no,48+,90.2595890410959,89.7
8896-razcr,female,0,no,yes,44,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,mailed check,19.9,868.1,no,24-48,19.29111111111111,19.9
4640-uhdos,female,0,yes,yes,13,yes,no,dsl,no,no,no,no,no,yes,month-to-month,no,electronic check,55.95,734.35,yes,12-24,52.45357142857143,55.95
4933-ikulf,female,1,no,no,17,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,mailed check,20.65,330.6,no,12-24,18.366666666666667,20.65
3583-ekapl,male,0,no,no,1,yes,no,dsl,no,no,no,no,no,yes,month-to-month,yes,electronic check,55.0,55.0,yes,0-6,27.5,55.0
1304-bccfo,male,0,yes,no,9,yes,no,dsl,no,no,yes,no,yes,yes,month-to-month,yes,mailed check,70.05,564.4,no,6-12,56.44,70.05
4104-pvrps,male,0,yes,no,24,yes,no,dsl,yes,no,no,yes,no,no,month-to-month,no,mailed check,53.6,1315.35,no,12-24,52.614,53.6
9399-aplbt,female,0,yes,yes,1,yes,no,fiber optic,no,yes,no,no,no,no,month-to-month,yes,electronic check,74.7,74.7,yes,0-6,37.35,74.7
2359-kmgli,male,0,no,no,24,yes,yes,fiber optic,no,yes,no,no,no,no,month-to-month,yes,electronic check,80.25,1861.5,yes,12-24,74.46,80.25
3780-ddgse,male,1,yes,yes,35,yes,no,dsl,no,yes,no,yes,yes,yes,month-to-month,yes,electronic check,76.05,2747.2,no,24-48,76.3111111111111,76.05
4431-edmiq,female,0,yes,yes,7,yes,no,dsl,yes,yes,yes,yes,yes,no,month-to-month,yes,electronic check,75.7,554.05,no,6-12,69.25625,75.7
0306-jaele,male,0,no,no,5,yes,no,fiber optic,no,no,no,yes,yes,yes,month-to-month,yes,electronic check,96.1,453.4,yes,0-6,75.56666666666666,96.1
6227-hwpwx,female,0,no,yes,15,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,no,bank transfer (automatic),69.0,994.8,yes,12-24,62.175,69.0
0486-lgcch,male,0,yes,yes,11,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,mailed check,19.65,225.75,no,6-12,18.8125,19.65
0447-bemng,female,0,yes,no,48,no,no phone service,dsl,yes,no,yes,no,no,yes,month-to-month,yes,bank transfer (automatic),45.3,2145.0,yes,24-48,43.775510204081634,45.3
4612-ssvhj,female,1,no,no,20,yes,no,fiber optic,no,no,no,no,no,yes,month-to-month,yes,electronic check,81.45,1671.6,no,12-24,79.6,81.45
5168-mqqca,female,0,yes,no,72,yes,yes,fiber optic,no,yes,yes,yes,yes,yes,one year,yes,bank transfer (automatic),108.5,8003.8,no,48+,109.64109589041097,108.5
5949-xikae,female,0,yes,yes,8,yes,no,fiber optic,no,yes,no,no,yes,no,month-to-month,yes,electronic check,83.55,680.05,yes,6-12,75.5611111111111,83.55
7971-hlvxi,male,0,yes,yes,72,yes,yes,fiber optic,no,no,no,no,no,yes,two year,yes,credit card (automatic),84.5,6130.85,no,48+,83.98424657534247,84.5
9094-azphk,female,0,no,no,15,yes,yes,fiber optic,no,yes,no,no,yes,yes,month-to-month,yes,electronic check,100.15,1415.0,no,12-24,88.4375,100.15
3649-jpugy,male,0,no,no,72,yes,yes,dsl,no,yes,yes,yes,yes,yes,two year,yes,bank transfer (automatic),88.6,6201.95,no,48+,84.95821917808219,88.6
4472-lvygi,female,0,yes,yes,0,no,no phone service,dsl,yes,no,yes,yes,yes,no,two year,yes,bank transfer (automatic),52.55,1426.4,no,0-6,1426.4,52.55
8372-juxui,male,0,no,yes,1,yes,yes,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,74.35,74.35,yes,0-6,37.175,74.35
3552-ctcyf,male,0,yes,yes,63,yes,yes,fiber optic,no,yes,yes,no,yes,yes,two year,yes,bank transfer (automatic),104.8,6597.25,no,48+,103.08203125,104.8
6778-ysnih,female,0,no,no,2,yes,no,dsl,no,yes,no,no,yes,no,month-to-month,yes,electronic check,59.0,114.15,no,0-6,38.050000000000004,59.0
0388-eopex,female,0,yes,no,2,yes,no,fiber optic,yes,no,no,no,no,no,month-to-month,yes,electronic check,74.4,139.4,yes,0-6,46.46666666666667,74.4
5756-ozrio,male,1,yes,no,61,yes,yes,dsl,no,yes,no,no,no,yes,one year,no,bank transfer (automatic),64.05,3902.6,no,48+,62.94516129032258,64.05
6579-jpicp,male,0,no,no,1,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,mailed check,20.4,20.4,no,0-6,10.2,20.4
8205-otchb,male,0,no,no,22,no,no phone service,dsl,no,yes,yes,no,no,yes,one year,yes,bank transfer (automatic),43.75,903.6,yes,12-24,39.28695652173913,43.75
4134-bsxlx,male,0,yes,no,28,yes,no,dsl,yes,yes,no,yes,no,no,month-to-month,no,mailed check,60.9,1785.65,no,24-48,61.574137931034485,60.9
0505-spoow,female,0,yes,no,70,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,bank transfer (automatic),19.8,1397.65,no,48+,19.685211267605634,19.8
6235-vdhom,female,1,no,no,5,no,no phone service,dsl,no,yes,no,no,no,no,month-to-month,no,electronic check,28.45,131.05,yes,0-6,21.84166666666667,28.45
7783-ykgdv,female,0,no,no,12,yes,yes,fiber optic,yes,yes,yes,no,no,yes,month-to-month,yes,bank transfer (automatic),99.7,1238.45,yes,6-12,95.26538461538462,99.7
4374-ymusq,male,0,no,no,34,yes,yes,fiber optic,yes,yes,yes,yes,yes,yes,one year,no,credit card (automatic),116.25,3899.05,no,24-48,111.40142857142858,116.25
4513-cxyix,female,1,yes,no,71,yes,yes,fiber optic,yes,no,no,no,no,no,two year,yes,credit card (automatic),80.7,5676.0,no,48+,78.83333333333333,80.7
3957-hhlmr,female,0,yes,yes,70,yes,yes,dsl,yes,no,no,no,no,yes,one year,no,bank transfer (automatic),65.2,4543.15,no,48+,63.98802816901408,65.2
7803-xoccz,female,0,yes,yes,52,yes,no,fiber optic,yes,no,yes,yes,no,no,month-to-month,yes,bank transfer (automatic),84.05,4326.8,no,48+,81.63773584905661,84.05
5736-yejax,male,0,no,yes,69,yes,yes,dsl,yes,yes,yes,yes,yes,no,two year,yes,credit card (automatic),79.45,5502.55,no,48+,78.60785714285714,79.45
5609-cebid,female,1,no,no,20,yes,yes,fiber optic,no,yes,yes,no,no,yes,month-to-month,yes,electronic check,94.1,1782.4,yes,12-24,84.87619047619049,94.1
